x_min,x_max,y_min,y_max,z_min,z_max,m_pos,unc_pos_stat,unc_pos_syst,m_neg,unc_neg_stat,unc_neg_syst,VM_pos,VM_neg,VM_incl,RC_pos,RC_neg
0.06,0.1,0.2,0.3,0.3,0.35,1.07017,0.02718,0.05582,0.84739,0.02424,0.04444,0.9929,0.99055,0.99156,1.04844,1.0568
0.06,0.1,0.2,0.3,0.35,0.4,0.75514,0.01564,0.03942,0.55782,0.01342,0.02921,0.98938,0.9871,0.99076,1.04674,1.05458
0.06,0.1,0.2,0.3,0.4,0.45,0.5486,0.01162,0.02878,0.37667,0.00952,0.01981,0.98623,0.98054,0.99029,1.05115,1.05837
0.06,0.1,0.2,0.3,0.45,0.5,0.40795,0.0099,0.02151,0.299,0.00847,0.01583,0.98079,0.97586,0.99029,1.05611,1.06262
0.06,0.1,0.2,0.3,0.5,0.55,0.29222,0.00823,0.01548,0.21293,0.00705,0.01138,0.97416,0.9692,0.99029,1.06097,1.06678
0.06,0.1,0.2,0.3,0.55,0.6,0.23002,0.00726,0.01225,0.14993,0.00585,0.00809,0.96716,0.95458,0.99029,1.06585,1.07094
0.06,0.1,0.2,0.3,0.6,0.65,0.17189,0.00632,0.00929,0.10749,0.00479,0.00588,0.95453,0.94023,0.99029,1.07038,1.0748
0.06,0.1,0.2,0.3,0.65,0.7,0.14412,0.00575,0.008,0.0901,0.00453,0.0051,0.93636,0.91118,0.99029,1.07519,1.07888
0.06,0.1,0.2,0.3,0.7,0.75,0.10607,0.00484,0.00615,0.06401,0.00363,0.00394,0.90967,0.87113,0.99029,1.08017,1.0832
0.06,0.1,0.2,0.3,0.75,0.85,0.07063,0.00282,0.00458,0.03708,0.00191,0.00295,0.85211,0.76604,0.99022,1.08712,1.08909
0.06,0.1,0.3,0.5,0.2,0.25,2.26929,0.04922,0.11877,1.87229,0.04419,0.09857,0.99736,0.99697,0.99474,1.0549,1.06249
0.06,0.1,0.3,0.5,0.25,0.3,1.50745,0.02579,0.07896,1.1655,0.0224,0.06144,0.99593,0.99524,0.99396,1.0565,1.06422
0.06,0.1,0.3,0.5,0.3,0.35,1.06292,0.02082,0.05591,0.80005,0.01786,0.04233,0.99462,0.99347,0.9939,1.06032,1.0674
0.06,0.1,0.3,0.5,0.35,0.4,0.73698,0.01724,0.03896,0.56054,0.01483,0.0298,0.993,0.99093,0.9939,1.06493,1.07134
0.06,0.1,0.3,0.5,0.4,0.45,0.57703,0.01527,0.03074,0.40893,0.01267,0.02193,0.99053,0.98724,0.9939,1.07,1.07568
0.06,0.1,0.3,0.5,0.45,0.5,0.39483,0.01254,0.02123,0.28096,0.01052,0.01511,0.98665,0.98318,0.99388,1.07472,1.07972
0.06,0.1,0.3,0.5,0.5,0.55,0.28529,0.01105,0.01596,0.18747,0.00876,0.01014,0.98155,0.97704,0.99372,1.07901,1.0834
0.06,0.1,0.3,0.5,0.55,0.6,0.2382,0.01103,0.01332,0.13753,0.00811,0.00752,0.97443,0.96811,0.99351,1.08529,1.08917
0.06,0.1,0.3,0.5,0.6,0.65,0.16625,0.01002,0.00972,0.09876,0.00753,0.00557,0.96408,0.94818,0.99331,1.08986,1.09315
0.06,0.1,0.3,0.5,0.65,0.7,0.13058,0.01011,0.0076,0.08678,0.00806,0.00501,0.95118,0.91526,0.9931,1.0974,1.10018
0.06,0.1,0.3,0.5,0.7,0.75,0.10721,0.01138,0.00665,0.04564,0.00672,0.00295,0.91556,0.87462,0.99286,1.09676,1.09895
0.06,0.1,0.5,0.7,0.2,0.25,2.14988,0.07152,0.11411,1.77525,0.06419,0.09496,0.99819,0.99783,0.99628,1.06955,1.07418
0.06,0.1,0.5,0.7,0.25,0.3,1.42132,0.05781,0.07586,1.2061,0.05323,0.06459,0.99756,0.99696,0.99628,1.07441,1.07835
0.06,0.1,0.5,0.7,0.3,0.35,1.05572,0.05047,0.05725,0.80171,0.04332,0.04348,0.99651,0.99561,0.99627,1.07932,1.08253
0.06,0.1,0.5,0.7,0.35,0.4,0.79065,0.04906,0.04463,0.51118,0.03818,0.0278,0.99495,0.99431,0.99612,1.08286,1.08577
0.06,0.1,0.5,0.7,0.4,0.45,0.50015,0.04987,0.0279,0.4904,0.05046,0.02705,0.99347,0.99229,0.9959,1.08372,1.08651
0.1,0.14,0.1,0.15,0.6,0.65,0.17926,0.01413,0.00985,0.11719,0.01144,0.00636,0.9647,0.95143,0.98872,1.05994,1.06427
0.1,0.14,0.1,0.15,0.65,0.7,0.14573,0.01038,0.0081,0.08228,0.00794,0.00474,0.94843,0.93086,0.988,1.06181,1.06511
0.1,0.14,0.1,0.15,0.7,0.75,0.12456,0.0086,0.00695,0.07057,0.00621,0.00398,0.93713,0.90605,0.98738,1.06525,1.06749
0.1,0.14,0.1,0.15,0.75,0.85,0.08906,0.00456,0.00533,0.04728,0.00323,0.00319,0.87614,0.82062,0.98681,1.07039,1.07117
0.1,0.14,0.15,0.2,0.45,0.5,0.36856,0.02099,0.01932,0.27196,0.01875,0.01434,0.98521,0.97808,0.99168,1.04609,1.05328
0.1,0.14,0.15,0.2,0.5,0.55,0.32525,0.0159,0.01713,0.21634,0.01288,0.01139,0.9797,0.97239,0.99133,1.04839,1.05455
0.1,0.14,0.15,0.2,0.55,0.6,0.21058,0.01191,0.0111,0.14615,0.00991,0.00773,0.97614,0.96468,0.99126,1.05275,1.05788
0.1,0.14,0.15,0.2,0.6,0.65,0.17122,0.01076,0.0093,0.11774,0.00881,0.0066,0.96592,0.94576,0.99126,1.0574,1.06145
0.1,0.14,0.15,0.2,0.65,0.7,0.13966,0.00969,0.0075,0.08516,0.00747,0.00468,0.95335,0.92574,0.99126,1.06257,1.06554
0.1,0.14,0.15,0.2,0.7,0.75,0.11994,0.00891,0.00659,0.04657,0.00524,0.00268,0.93626,0.89761,0.99126,1.06729,1.06922
0.1,0.14,0.15,0.2,0.75,0.85,0.07357,0.00469,0.00431,0.03287,0.00299,0.00222,0.88735,0.82766,0.99126,1.07416,1.07461
0.1,0.14,0.2,0.3,0.3,0.35,1.09664,0.04698,0.05644,0.72863,0.03722,0.03769,0.99493,0.99342,0.99472,1.02696,1.03628
0.1,0.14,0.2,0.3,0.35,0.4,0.73517,0.0254,0.03792,0.53499,0.0218,0.02775,0.99345,0.99059,0.99418,1.02571,1.03417
0.1,0.14,0.2,0.3,0.4,0.45,0.53784,0.0188,0.02779,0.36976,0.01567,0.01913,0.9905,0.98747,0.99391,1.03223,1.03977
0.1,0.14,0.2,0.3,0.45,0.5,0.41123,0.01644,0.02128,0.25515,0.01271,0.01324,0.98888,0.98363,0.99391,1.03691,1.04342
0.1,0.14,0.2,0.3,0.5,0.55,0.29749,0.01375,0.01545,0.18427,0.01064,0.00963,0.98517,0.97782,0.99391,1.04193,1.04739
0.1,0.14,0.2,0.3,0.55,0.6,0.23171,0.01203,0.01214,0.12935,0.00877,0.00689,0.97824,0.96943,0.99391,1.04648,1.05092
0.1,0.14,0.2,0.3,0.6,0.65,0.16947,0.0101,0.00909,0.09798,0.00766,0.00521,0.96946,0.95875,0.99391,1.05158,1.05489
0.1,0.14,0.2,0.3,0.65,0.7,0.13495,0.00908,0.00732,0.06468,0.00612,0.00353,0.96001,0.94263,0.99391,1.05644,1.05874
0.1,0.14,0.2,0.3,0.7,0.75,0.09301,0.00744,0.00505,0.05483,0.00564,0.00324,0.95271,0.90568,0.99391,1.06104,1.06224
0.1,0.14,0.2,0.3,0.75,0.85,0.06363,0.00429,0.00374,0.03295,0.00304,0.00213,0.902,0.84726,0.99387,1.06925,1.0691
0.1,0.14,0.3,0.5,0.2,0.25,2.29929,0.09326,0.11885,1.75738,0.08064,0.09078,0.99831,0.99782,0.99668,1.03126,1.0402
0.1,0.14,0.3,0.5,0.25,0.3,1.52023,0.04679,0.07828,1.16347,0.04095,0.0604,0.99736,0.99664,0.99621,1.03159,1.04044
0.1,0.14,0.3,0.5,0.3,0.35,1.0515,0.03725,0.0543,0.74446,0.03098,0.03877,0.99644,0.99529,0.99618,1.03564,1.04348
0.1,0.14,0.3,0.5,0.35,0.4,0.71489,0.03036,0.03717,0.51196,0.02527,0.0266,0.99548,0.99399,0.99618,1.04029,1.04712
0.1,0.14,0.3,0.5,0.4,0.45,0.55771,0.02697,0.02896,0.37281,0.02171,0.01944,0.99423,0.99173,0.99618,1.04517,1.05095
0.1,0.14,0.3,0.5,0.45,0.5,0.39163,0.02257,0.02129,0.24768,0.01755,0.0132,0.99198,0.98918,0.99617,1.04912,1.05389
0.1,0.14,0.3,0.5,0.5,0.55,0.29272,0.01991,0.01589,0.1502,0.01367,0.0079,0.98842,0.98584,0.99608,1.05692,1.06079
0.1,0.14,0.3,0.5,0.55,0.6,0.20619,0.01756,0.0116,0.14734,0.01525,0.00786,0.98533,0.9785,0.99594,1.06394,1.06686
0.1,0.14,0.3,0.5,0.6,0.65,0.16431,0.01743,0.01074,0.09236,0.01299,0.00492,0.97896,0.97119,0.9958,1.06185,1.06387
0.1,0.14,0.3,0.5,0.65,0.7,0.12103,0.01646,0.00939,0.05513,0.01084,0.00322,0.97224,0.94574,0.99565,1.06613,1.06728
0.1,0.14,0.3,0.5,0.7,0.75,0.08733,0.01732,0.0068,0.0558,0.01343,0.00312,0.96116,0.94318,0.99557,1.07886,1.07915
0.1,0.14,0.5,0.7,0.2,0.25,2.26178,0.14347,0.11859,1.97968,0.13279,0.10466,0.99876,0.99849,0.99758,1.0573,1.06281
0.1,0.14,0.5,0.7,0.25,0.3,1.69585,0.12464,0.08967,1.22942,0.10613,0.06535,0.99843,0.99795,0.99758,1.06152,1.06614
0.1,0.14,0.5,0.7,0.3,0.35,1.2181,0.10563,0.06487,0.95154,0.09266,0.05044,0.9977,0.99702,0.99758,1.06595,1.06953
0.1,0.14,0.5,0.7,0.35,0.4,0.63849,0.0799,0.03838,0.58752,0.07731,0.03131,0.99642,0.99622,0.99748,1.07226,1.07514
0.1,0.14,0.5,0.7,0.4,0.45,0.45706,0.08525,0.02869,0.40628,0.08164,0.02236,0.99518,0.99402,0.99732,1.07252,1.07477
0.14,0.18,0.1,0.15,0.6,0.65,0.24433,0.0274,0.01279,0.10225,0.01679,0.00594,0.97894,0.96432,0.99151,1.05224,1.05595
0.14,0.18,0.1,0.15,0.65,0.7,0.15915,0.01894,0.0086,0.07583,0.01271,0.00474,0.97006,0.96327,0.99114,1.05593,1.05842
0.14,0.18,0.1,0.15,0.7,0.75,0.10846,0.01333,0.00585,0.06448,0.01,0.00357,0.95989,0.92204,0.99072,1.06008,1.06133
0.14,0.18,0.1,0.15,0.75,0.85,0.08097,0.00754,0.00454,0.03805,0.00476,0.00228,0.91318,0.87583,0.99031,1.06692,1.0663
0.14,0.18,0.15,0.2,0.45,0.5,0.43356,0.03617,0.02306,0.22642,0.02524,0.01191,0.9889,0.98334,0.99391,1.03637,1.04367
0.14,0.18,0.15,0.2,0.5,0.55,0.31461,0.02469,0.01685,0.20055,0.01924,0.01058,0.98716,0.98064,0.99355,1.04287,1.04894
0.14,0.18,0.15,0.2,0.55,0.6,0.22287,0.01922,0.01166,0.14472,0.01577,0.00772,0.98462,0.97358,0.99352,1.0477,1.05248
0.14,0.18,0.15,0.2,0.6,0.65,0.16336,0.01655,0.00923,0.09357,0.01178,0.00495,0.97879,0.96472,0.99352,1.05232,1.05583
0.14,0.18,0.15,0.2,0.65,0.7,0.11687,0.01378,0.00623,0.06069,0.00964,0.00335,0.97471,0.95074,0.99352,1.05736,1.05947
0.14,0.18,0.15,0.2,0.7,0.75,0.11028,0.01302,0.00595,0.06188,0.00959,0.00339,0.96167,0.93018,0.99352,1.06228,1.06325
0.14,0.18,0.15,0.2,0.75,0.85,0.07467,0.00764,0.00411,0.02844,0.00425,0.00175,0.9251,0.86365,0.99352,1.06879,1.06787
0.14,0.18,0.2,0.3,0.3,0.35,0.96319,0.06789,0.04963,0.69126,0.05683,0.03576,0.99634,0.99474,0.99602,1.01994,1.03001
0.14,0.18,0.2,0.3,0.35,0.4,0.71473,0.03964,0.03712,0.53866,0.03437,0.02781,0.99455,0.99323,0.99562,1.02836,1.03745
0.14,0.18,0.2,0.3,0.4,0.45,0.50279,0.02822,0.02633,0.37209,0.02463,0.01937,0.9928,0.99068,0.99542,1.03868,1.04664
0.14,0.18,0.2,0.3,0.45,0.5,0.38076,0.02428,0.01996,0.25947,0.02012,0.01375,0.99047,0.98688,0.99543,1.04327,1.04997
0.14,0.18,0.2,0.3,0.5,0.55,0.3207,0.02246,0.01674,0.15169,0.01517,0.00821,0.98971,0.98434,0.99543,1.04849,1.05384
0.14,0.18,0.2,0.3,0.55,0.6,0.22978,0.01876,0.01218,0.11006,0.01223,0.00581,0.98518,0.97696,0.99543,1.05316,1.05724
0.14,0.18,0.2,0.3,0.6,0.65,0.16459,0.01525,0.00917,0.09406,0.01171,0.00521,0.98016,0.96772,0.99543,1.05808,1.06088
0.14,0.18,0.2,0.3,0.65,0.7,0.16282,0.01547,0.00864,0.06113,0.00884,0.00343,0.97088,0.95457,0.99543,1.06309,1.06455
0.14,0.18,0.2,0.3,0.7,0.75,0.07846,0.01009,0.00477,0.05383,0.0087,0.00318,0.96387,0.92198,0.99543,1.06747,1.06763
0.14,0.18,0.2,0.3,0.75,0.85,0.06158,0.00654,0.00398,0.03616,0.00495,0.0022,0.92767,0.87216,0.9954,1.07428,1.07259
0.14,0.18,0.3,0.5,0.2,0.25,2.45469,0.15562,0.1271,1.61433,0.12059,0.08341,0.99858,0.9982,0.99743,1.03015,1.04014
0.14,0.18,0.3,0.5,0.25,0.3,1.47688,0.07438,0.07657,1.14075,0.06433,0.05889,0.998,0.99751,0.99712,1.02502,1.03476
0.14,0.18,0.3,0.5,0.3,0.35,1.09292,0.06137,0.05634,0.86043,0.05402,0.0444,0.99739,0.99626,0.9971,1.02877,1.03732
0.14,0.18,0.3,0.5,0.35,0.4,0.77338,0.05123,0.04041,0.4862,0.03975,0.02515,0.99664,0.99523,0.9971,1.03388,1.04105
0.14,0.18,0.3,0.5,0.4,0.45,0.54946,0.04315,0.02898,0.29303,0.02961,0.01519,0.99566,0.99368,0.9971,1.03862,1.04453
0.14,0.18,0.3,0.5,0.45,0.5,0.42892,0.03782,0.02258,0.25192,0.02804,0.01328,0.99353,0.99142,0.99709,1.04308,1.04774
0.14,0.18,0.3,0.5,0.5,0.55,0.34361,0.03541,0.01839,0.18419,0.02459,0.00965,0.9925,0.98787,0.99702,1.04663,1.0501
0.14,0.18,0.3,0.5,0.55,0.6,0.19038,0.0271,0.01274,0.15242,0.02367,0.00818,0.9879,0.98249,0.99692,1.05251,1.05495
0.14,0.18,0.3,0.5,0.6,0.65,0.17912,0.02988,0.01159,0.08362,0.01939,0.00463,0.98675,0.97588,0.99684,1.05334,1.05462
0.14,0.18,0.3,0.5,0.65,0.7,0.11533,0.02654,0.00961,0.05132,0.01626,0.00305,0.977,0.96279,0.99675,1.07301,1.0732
0.14,0.18,0.5,0.7,0.2,0.25,2.4567,0.24592,0.12907,1.5391,0.19204,0.08494,0.99907,0.99883,0.99813,1.0601,1.06674
0.14,0.18,0.5,0.7,0.25,0.3,1.50686,0.19767,0.08033,1.02755,0.15496,0.06382,0.99867,0.99832,0.99813,1.06347,1.06902
0.14,0.18,0.5,0.7,0.3,0.35,1.0721,0.16493,0.05831,0.6172,0.11614,0.03457,0.9983,0.99773,0.99813,1.06974,1.07384
0.14,0.18,0.5,0.7,0.35,0.4,0.91407,0.16708,0.05182,0.89452,0.17043,0.04858,0.99772,0.99674,0.99804,1.07546,1.07866
0.18,0.4,0.15,0.2,0.45,0.5,0.44997,0.04018,0.02324,0.24274,0.02936,0.01272,0.99265,0.99028,0.99569,1.0327,1.04032
0.18,0.4,0.15,0.2,0.5,0.55,0.26677,0.02409,0.0139,0.19291,0.02079,0.01013,0.99056,0.98482,0.99545,1.03616,1.04226
0.18,0.4,0.15,0.2,0.55,0.6,0.19892,0.02011,0.0104,0.14031,0.01731,0.00738,0.9903,0.9834,0.99541,1.04093,1.0454
0.18,0.4,0.15,0.2,0.6,0.65,0.17841,0.01926,0.00934,0.10587,0.01468,0.00553,0.98843,0.97602,0.99541,1.04547,1.0483
0.18,0.4,0.15,0.2,0.65,0.7,0.14831,0.01738,0.0078,0.0724,0.0121,0.00384,0.98365,0.97623,0.99541,1.05012,1.05127
0.18,0.4,0.15,0.2,0.7,0.75,0.11987,0.01613,0.00632,0.04611,0.00944,0.0025,0.9768,0.96207,0.99541,1.05443,1.05403
0.18,0.4,0.15,0.2,0.75,0.85,0.09923,0.01029,0.00528,0.03595,0.00584,0.00204,0.95779,0.91266,0.99541,1.06144,1.05885
0.18,0.4,0.2,0.3,0.3,0.35,1.16183,0.07871,0.05959,0.73333,0.06083,0.0379,0.99733,0.9964,0.99715,1.01415,1.02539
0.18,0.4,0.2,0.3,0.35,0.4,0.74624,0.04134,0.03838,0.49172,0.03403,0.02557,0.99618,0.99497,0.9969,1.01747,1.02743
0.18,0.4,0.2,0.3,0.4,0.45,0.55452,0.0318,0.0299,0.32218,0.02323,0.01661,0.99518,0.9931,0.99679,1.02069,1.02913
0.18,0.4,0.2,0.3,0.45,0.5,0.32913,0.02314,0.01752,0.25714,0.02136,0.0134,0.9945,0.99086,0.99679,1.02539,1.03218
0.18,0.4,0.2,0.3,0.5,0.55,0.31379,0.02308,0.01623,0.18245,0.01696,0.00953,0.99291,0.98913,0.99679,1.02959,1.03479
0.18,0.4,0.2,0.3,0.55,0.6,0.23478,0.01991,0.01227,0.10334,0.01295,0.00537,0.99121,0.98559,0.99679,1.03492,1.03855
0.18,0.4,0.2,0.3,0.6,0.65,0.18516,0.01691,0.00976,0.07937,0.01074,0.0042,0.98744,0.97831,0.99679,1.03882,1.04075
0.18,0.4,0.2,0.3,0.65,0.7,0.1424,0.01512,0.00785,0.03623,0.00713,0.00219,0.98247,0.97228,0.99679,1.04355,1.04391
0.18,0.4,0.2,0.3,0.7,0.75,0.10009,0.01213,0.00561,0.04467,0.0079,0.00251,0.97587,0.96037,0.99679,1.04879,1.04754
0.18,0.4,0.2,0.3,0.75,0.85,0.06403,0.00694,0.00369,0.02444,0.00401,0.00132,0.95582,0.92981,0.99678,1.05486,1.05141
0.18,0.4,0.3,0.5,0.2,0.25,2.2469,0.14615,0.11829,1.94509,0.13552,0.09972,0.99896,0.99866,0.99816,1.00639,1.01751
0.18,0.4,0.3,0.5,0.25,0.3,1.58658,0.07731,0.08125,1.148,0.06553,0.05899,0.99846,0.99798,0.99792,1.01432,1.02523
0.18,0.4,0.3,0.5,0.3,0.35,0.99351,0.05655,0.05109,0.738,0.04948,0.03803,0.99812,0.99745,0.99791,1.01749,1.02691
0.18,0.4,0.3,0.5,0.35,0.4,0.83168,0.05186,0.04303,0.56545,0.04319,0.02905,0.99758,0.99666,0.99791,1.02239,1.03016
0.18,0.4,0.3,0.5,0.4,0.45,0.65784,0.046,0.03396,0.29664,0.03066,0.01527,0.99672,0.99518,0.99791,1.02742,1.03365
0.18,0.4,0.3,0.5,0.45,0.5,0.43983,0.03717,0.02389,0.27524,0.02923,0.01453,0.9959,0.99343,0.9979,1.03075,1.03535
0.18,0.4,0.3,0.5,0.5,0.55,0.2891,0.0317,0.01613,0.15376,0.02207,0.00801,0.9946,0.99052,0.99785,1.0366,1.03971
0.18,0.4,0.3,0.5,0.55,0.6,0.20001,0.0266,0.0126,0.13357,0.02245,0.00712,0.99111,0.9884,0.99777,1.04015,1.04186
0.18,0.4,0.3,0.5,0.6,0.65,0.16263,0.02566,0.01,0.05469,0.0145,0.00318,0.9907,0.98186,0.99771,1.04935,1.04975
0.18,0.4,0.3,0.5,0.65,0.7,0.12827,0.02568,0.00742,0.07387,0.02176,0.00462,0.98289,0.97806,0.99764,1.05235,1.05091
0.18,0.4,0.3,0.5,0.7,0.75,0.07508,0.026,0.00626,0.01388,0.01378,0.00043,0.97918,0.96348,0.99758,1.06316,1.06093
0.18,0.4,0.5,0.7,0.2,0.25,2.65275,0.37562,0.1427,1.69715,0.28016,0.08951,0.99933,0.99911,0.99868,1.02065,1.02824
0.18,0.4,0.5,0.7,0.25,0.3,1.25274,0.23798,0.065,0.52257,0.15072,0.02701,0.99908,0.99879,0.99868,1.02671,1.03255
0.18,0.4,0.5,0.7,0.3,0.35,0.99734,0.21694,0.05146,0.64876,0.17569,0.03398,0.99877,0.99817,0.99868,1.03316,1.03724
0.18,0.4,0.5,0.7,0.35,0.4,0.82175,0.21874,0.05534,0.4817,0.16086,0.0281,0.9984,0.99788,0.99862,1.0349,1.03803
0.18,0.4,0.5,0.7,0.4,0.45,0.35595,0.1489,0.02066,0.50252,0.18945,0.02612,0.99799,0.99658,0.99857,1.02299,1.02518
