PdfType: replica
Format: lhagrid1
---
1.0000000e-09 1.2805087e-09 1.6397027e-09 2.0996536e-09 2.6886248e-09 3.4428076e-09 4.4085452e-09 5.6451808e-09 7.2287034e-09 9.2564179e-09 1.1852924e-08 1.5177773e-08 1.9435271e-08 2.4887035e-08 3.1868066e-08 4.0807337e-08 5.2254152e-08 6.6911899e-08 8.5681272e-08 1.0971562e-07 1.4049181e-07 1.7990099e-07 2.3036479e-07 2.9498413e-07 3.7772976e-07 4.8368627e-07 6.1936450e-07 7.9310166e-07 1.0155736e-06 1.3004509e-06 1.6652388e-06 2.1323528e-06 2.7304964e-06 3.4964246e-06 4.4772022e-06 5.7330966e-06 7.3412804e-06 9.4005738e-06 1.2037517e-05 1.5414146e-05 1.9737949e-05 2.5274616e-05 3.2364367e-05 4.1442855e-05 5.3067938e-05 6.7953959e-05 8.7015639e-05 1.1142429e-04 1.4267978e-04 1.8270270e-04 2.3395241e-04 2.9957810e-04 3.8361238e-04 4.9121901e-04 6.2901024e-04 8.0545312e-04 1.0313898e-03 1.3207036e-03 1.6911725e-03 2.1655612e-03 2.7730201e-03 3.5508765e-03 4.5469285e-03 5.8223817e-03 7.4556107e-03 9.5469747e-03 1.2224985e-02 1.5654200e-02 2.0045340e-02 2.5668233e-02 3.2868397e-02 4.2088270e-02 5.3894398e-02 6.9012248e-02 8.8370787e-02 1.0000000e-01 1.1216216e-01 1.2432432e-01 1.3648649e-01 1.4864865e-01 1.6081081e-01 1.7297297e-01 1.8513514e-01 1.9729730e-01 2.0945946e-01 2.2162162e-01 2.3378378e-01 2.4594595e-01 2.5810811e-01 2.7027027e-01 2.8243243e-01 2.9459459e-01 3.0675676e-01 3.1891892e-01 3.3108108e-01 3.4324324e-01 3.5540541e-01 3.6756757e-01 3.7972973e-01 3.9189189e-01 4.0405405e-01 4.1621622e-01 4.2837838e-01 4.4054054e-01 4.5270270e-01 4.6486486e-01 4.7702703e-01 4.8918919e-01 5.0135135e-01 5.1351351e-01 5.2567568e-01 5.3783784e-01 5.5000000e-01 5.6216216e-01 5.7432432e-01 5.8648649e-01 5.9864865e-01 6.1081081e-01 6.2297297e-01 6.3513514e-01 6.4729730e-01 6.5945946e-01 6.7162162e-01 6.8378378e-01 6.9594595e-01 7.0810811e-01 7.2027027e-01 7.3243243e-01 7.4459459e-01 7.5675676e-01 7.6891892e-01 7.8108108e-01 7.9324324e-01 8.0540541e-01 8.1756757e-01 8.2972973e-01 8.4189189e-01 8.5405405e-01 8.6621622e-01 8.7837838e-01 8.9054054e-01 9.0270270e-01 9.1486486e-01 9.2702703e-01 9.3918919e-01 9.5135135e-01 9.6351351e-01 9.7567568e-01 9.8783784e-01 1.0000000e+00 
1.0000000e+00 1.0768843e+00 1.1642787e+00 1.2640247e+00 1.3783565e+00 1.5100000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  1.9868216e-09  1.3911631e-08  8.6620644e-02  3.7070683e-01  3.7085292e-01 -4.0080905e-02  3.7062499e-01  3.7077108e-01  8.5473098e-02  1.3903870e-08  1.9868216e-09 
 -2.3841858e-08  7.9472864e-09  3.5256147e-01  6.3669610e-01  6.3684791e-01 -4.0544701e+00  6.3661498e-01  6.3676679e-01  3.5138851e-01  7.9472864e-09 -2.3841858e-08 
  2.3841858e-08 -7.9472864e-09  6.7727822e-01  9.6148205e-01  9.6163946e-01 -1.0056386e+01  9.6140182e-01  9.6155924e-01  6.7608052e-01 -7.9472864e-09  2.3841858e-08 
  3.1789146e-08  4.7683717e-08  1.0585074e+00  1.3427975e+00  1.3429605e+00 -1.8091946e+01  1.3427184e+00  1.3428814e+00  1.0572854e+00  4.7683717e-08  3.1789146e-08 
 -3.1789146e-08  1.5894573e-08  1.4947056e+00  1.7790961e+00  1.7792645e+00 -2.8107441e+01  1.7790178e+00  1.7791861e+00  1.4934602e+00  1.5894573e-08 -3.1789146e-08 
  9.5367433e-08 -2.7648923e-01  1.9843754e+00  2.2688992e+00  2.2690737e+00 -4.0037010e+01  2.2688224e+00  2.2689970e+00  1.9831051e+00 -2.7648923e-01  9.5367433e-08 
  1.9926423e-09  1.3905810e-08  8.4270857e-02  3.7009326e-01  3.7025613e-01 -3.8697444e-02  3.7000883e-01  3.7017170e-01  8.3029427e-02  1.3909690e-08  1.9810007e-09 
 -1.5894573e-08 -2.3841858e-08  3.4331071e-01  6.2917900e-01  6.2934822e-01 -3.9005134e+00  6.2909585e-01  6.2926507e-01  3.4204200e-01 -2.3841858e-08 -1.5894573e-08 
 -1.5894573e-08 -2.3841858e-08  6.5819287e-01  9.4412798e-01  9.4430345e-01 -9.6124134e+00  9.4404608e-01  9.4422156e-01  6.5689778e-01 -2.3841858e-08 -1.5894573e-08 
 -2.3841858e-08  7.9472864e-09  1.0267171e+00  1.3127360e+00  1.3129176e+00 -1.7192308e+01  1.3126557e+00  1.3128372e+00  1.0253960e+00  7.9472864e-09 -2.3841858e-08 
 -3.1789146e-08 -4.7683717e-08  1.4474543e+00  1.7335715e+00  1.7337592e+00 -2.6563408e+01  1.7334924e+00  1.7336801e+00  1.4461080e+00 -4.7683717e-08 -3.1789146e-08 
  4.7683717e-08 -2.9683974e-01  1.9190829e+00  2.2053313e+00  2.2055256e+00 -3.7547813e+01  2.2052541e+00  2.2054484e+00  1.9177101e+00 -2.9683968e-01  4.7683717e-08 
  1.9984630e-09  5.9565841e-09  8.1923142e-02  3.6948702e-01  3.6966860e-01 -3.7367713e-02  3.6940068e-01  3.6958227e-01  8.0580607e-02  5.9643450e-09  1.9751800e-09 
  1.1920929e-08  1.1920929e-08  3.3416748e-01  6.2177444e-01  6.2196314e-01 -3.7499814e+00  6.2168974e-01  6.2187845e-01  3.3279583e-01  1.1920929e-08  1.1920929e-08 
  0.0000000e+00 -1.5894573e-08  6.3942838e-01  9.2709917e-01  9.2729473e-01 -9.1809244e+00  9.2701614e-01  9.2721170e-01  6.3802826e-01 -1.5894573e-08  0.0000000e+00 
  4.7683717e-08 -1.5894573e-08  9.9557596e-01  1.2833278e+00  1.2835304e+00 -1.6322884e+01  1.2832468e+00  1.2834492e+00  9.9414825e-01 -1.5894573e-08  4.7683717e-08 
  4.7683717e-08  4.7683717e-08  1.4012972e+00  1.6891444e+00  1.6893537e+00 -2.5078899e+01  1.6890656e+00  1.6892749e+00  1.3998429e+00  4.7683717e-08  4.7683717e-08 
 -4.7683717e-08 -3.1480509e-01  1.8554375e+00  2.1434135e+00  2.1436298e+00 -3.5169388e+01  2.1433368e+00  2.1435530e+00  1.8539543e+00 -3.1480509e-01 -4.7683717e-08 
  1.9790605e-09  5.9488228e-09  7.9577826e-02  3.6888796e-01  3.6909041e-01 -3.6083676e-02  3.6880043e-01  3.6900285e-01  7.8126557e-02  5.9721059e-09  1.9945825e-09 
  1.1920929e-08 -1.1920929e-08  3.2513583e-01  6.1448532e-01  6.1469561e-01 -3.6014502e+00  6.1440021e-01  6.1461055e-01  3.2365331e-01 -1.1920929e-08  1.1920929e-08 
  0.0000000e+00  0.0000000e+00  6.2099665e-01  9.1040671e-01  9.1062462e-01 -8.7599106e+00  9.1032392e-01  9.1054183e-01  6.1948389e-01  0.0000000e+00  0.0000000e+00 
 -4.7683717e-08  1.5894573e-08  9.6510524e-01  1.2545933e+00  1.2548188e+00 -1.5481322e+01  1.2545129e+00  1.2547385e+00  9.6356285e-01  1.5894573e-08 -4.7683717e-08 
  4.7683717e-08 -1.5894573e-08  1.3562598e+00  1.6458396e+00  1.6460727e+00 -2.3651022e+01  1.6457622e+00  1.6459955e+00  1.3546889e+00 -1.5894573e-08  4.7683717e-08 
  9.5367433e-08 -3.3056110e-01  1.7934630e+00  2.0831685e+00  2.0834095e+00 -3.2897560e+01  2.0830934e+00  2.0833344e+00  1.7918613e+00 -3.3056110e-01  9.5367433e-08 
  1.1909288e-08 -3.9697623e-09  7.7235341e-02  3.6829549e-01  3.6852118e-01 -3.4838177e-02  3.6820793e-01  3.6843362e-01  7.5667135e-02 -3.9775236e-09  1.1932570e-08 
  0.0000000e+00  7.9472864e-09  3.1623662e-01  6.0733211e-01  6.0756660e-01 -3.4576952e+00  6.0724765e-01  6.0748214e-01  3.1463510e-01  7.9472864e-09  0.0000000e+00 
  0.0000000e+00 -3.1789146e-08  6.0291135e-01  8.9406353e-01  8.9430648e-01 -8.3536625e+00  8.9398199e-01  8.9422500e-01  6.0127741e-01 -3.1789146e-08  0.0000000e+00 
  0.0000000e+00  0.0000000e+00  9.3528950e-01  1.2265153e+00  1.2267668e+00 -1.4672378e+01  1.2264372e+00  1.2266887e+00  9.3362403e-01  0.0000000e+00  0.0000000e+00 
  0.0000000e+00 -3.1789146e-08  1.3122836e+00  1.6035980e+00  1.6038576e+00 -2.2283993e+01  1.6035230e+00  1.6037827e+00  1.3105873e+00 -3.1789146e-08  0.0000000e+00 
  0.0000000e+00 -3.4421003e-01  1.7330434e+00  2.0244792e+00  2.0247476e+00 -3.0734259e+01  2.0244076e+00  2.0246761e+00  1.7313145e+00 -3.4421003e-01  0.0000000e+00 
  1.1641532e-11  3.8805109e-12  7.4896142e-02  3.6770943e-01  3.6796105e-01 -3.3630282e-02  3.6762300e-01  3.6787465e-01  7.3202230e-02 -3.8805109e-12 -1.1641532e-11 
  2.3841858e-08  7.9472864e-09  3.0735368e-01  6.0019755e-01  6.0045886e-01 -3.3166406e+00  6.0011488e-01  6.0037619e-01  3.0562431e-01  7.9472864e-09  2.3841858e-08 
  0.0000000e+00  1.5894573e-08  5.8497727e-01  8.7787306e-01  8.7814391e-01 -7.9585996e+00  8.7779433e-01  8.7806517e-01  5.8321321e-01  1.5894573e-08  0.0000000e+00 
  4.7683717e-08  1.5894573e-08  9.0588343e-01  1.1988482e+00  1.1991285e+00 -1.3891153e+01  1.1987737e+00  1.1990540e+00  9.0408570e-01  1.5894573e-08  4.7683717e-08 
