x_min,x_max,y_min,y_max,z_min,z_max,m_pos,unc_pos_stat,unc_pos_syst,m_neg,unc_neg_stat,unc_neg_syst,VM_pos,VM_neg,VM_incl,RC_pos,RC_neg
0.06,0.1,0.2,0.3,0.3,0.35,1.53097,0.03307,0.06639,1.11814,0.02829,0.04913,0.99502,0.99322,0.99156,1.04569,1.05646
0.06,0.1,0.2,0.3,0.35,0.4,1.13038,0.01953,0.04906,0.73721,0.01567,0.03233,0.99202,0.98957,0.99076,1.04429,1.05464
0.06,0.1,0.2,0.3,0.4,0.45,0.86228,0.0149,0.03761,0.4976,0.01107,0.02197,0.98883,0.98397,0.99029,1.04903,1.05887
0.06,0.1,0.2,0.3,0.45,0.5,0.67777,0.01312,0.02974,0.38915,0.00978,0.01732,0.98457,0.98049,0.99029,1.05436,1.06356
0.06,0.1,0.2,0.3,0.5,0.55,0.47616,0.01078,0.02107,0.28529,0.00826,0.0129,0.97943,0.9743,0.99029,1.05959,1.06816
0.06,0.1,0.2,0.3,0.55,0.6,0.37082,0.00947,0.01657,0.19339,0.0067,0.0088,0.9737,0.96288,0.99029,1.06483,1.07277
0.06,0.1,0.2,0.3,0.6,0.65,0.26957,0.00806,0.01218,0.14331,0.00567,0.00662,0.96609,0.953,0.99029,1.06972,1.07706
0.06,0.1,0.2,0.3,0.65,0.7,0.22615,0.00742,0.01038,0.11336,0.00512,0.00535,0.95608,0.93812,0.99029,1.0749,1.0816
0.06,0.1,0.2,0.3,0.7,0.75,0.16715,0.00626,0.0079,0.08295,0.00427,0.00417,0.93591,0.90722,0.99029,1.08025,1.08634
0.06,0.1,0.2,0.3,0.75,0.85,0.10765,0.0036,0.0056,0.04817,0.00227,0.003,0.88672,0.82063,0.99022,1.08773,1.09289
0.06,0.1,0.3,0.5,0.2,0.25,3.02964,0.05801,0.13235,2.4124,0.05133,0.10664,0.99816,0.99783,0.99474,1.05229,1.06162
0.06,0.1,0.3,0.5,0.25,0.3,2.07368,0.0308,0.09078,1.52733,0.0261,0.06765,0.99716,0.99661,0.99396,1.05392,1.06366
0.06,0.1,0.3,0.5,0.3,0.35,1.56277,0.02582,0.06871,1.04838,0.02072,0.04667,0.99623,0.99543,0.9939,1.05808,1.06727
0.06,0.1,0.3,0.5,0.35,0.4,1.12438,0.02173,0.04977,0.74322,0.01735,0.03338,0.99465,0.9931,0.9939,1.06305,1.07165
0.06,0.1,0.3,0.5,0.4,0.45,0.87756,0.01926,0.03918,0.53468,0.01464,0.02418,0.99225,0.99002,0.9939,1.0685,1.07644
0.06,0.1,0.3,0.5,0.45,0.5,0.62111,0.01605,0.02795,0.36732,0.01208,0.01674,0.98944,0.98659,0.99388,1.07358,1.08093
0.06,0.1,0.3,0.5,0.5,0.55,0.47981,0.01478,0.02177,0.2523,0.01029,0.01159,0.98535,0.98147,0.99372,1.0782,1.08504
0.06,0.1,0.3,0.5,0.55,0.6,0.36941,0.01394,0.01711,0.1815,0.00939,0.00845,0.97964,0.97453,0.99351,1.08479,1.09123
0.06,0.1,0.3,0.5,0.6,0.65,0.26723,0.01299,0.01253,0.13962,0.00918,0.0066,0.9727,0.96207,0.99331,1.08965,1.09565
0.06,0.1,0.3,0.5,0.65,0.7,0.21719,0.0134,0.01027,0.1164,0.00963,0.00564,0.96398,0.94692,0.9931,1.09753,1.10309
0.06,0.1,0.3,0.5,0.7,0.75,0.16276,0.01432,0.00788,0.0579,0.00778,0.00302,0.9428,0.90762,0.99286,1.09722,1.10227
0.06,0.1,0.5,0.7,0.2,0.25,2.84133,0.08373,0.12693,2.34702,0.07547,0.10582,0.99873,0.99846,0.99628,1.06812,1.07382
0.06,0.1,0.5,0.7,0.25,0.3,2.00865,0.07026,0.09029,1.5839,0.06221,0.07179,0.99825,0.99785,0.99628,1.07335,1.07843
0.06,0.1,0.5,0.7,0.3,0.35,1.51568,0.06181,0.06883,1.10065,0.05187,0.05032,0.99754,0.99687,0.99627,1.07865,1.08307
0.06,0.1,0.5,0.7,0.35,0.4,1.21474,0.06217,0.05656,0.74267,0.0468,0.03409,0.99624,0.99584,0.99612,1.08239,1.08668
0.06,0.1,0.5,0.7,0.4,0.45,0.80636,0.06407,0.03742,0.55473,0.05397,0.02566,0.99471,0.99397,0.9959,1.08339,1.08775
0.1,0.14,0.1,0.15,0.6,0.65,0.29055,0.01846,0.01317,0.14506,0.01293,0.00663,0.9761,0.96045,0.98872,1.05868,1.06705
0.1,0.14,0.1,0.15,0.65,0.7,0.23168,0.0134,0.01045,0.09517,0.00851,0.00455,0.96521,0.94661,0.988,1.06088,1.06838
0.1,0.14,0.1,0.15,0.7,0.75,0.19594,0.01104,0.00886,0.08772,0.00713,0.00413,0.95776,0.92989,0.98738,1.06466,1.07128
0.1,0.14,0.1,0.15,0.75,0.85,0.13434,0.00574,0.00649,0.05504,0.00356,0.00307,0.91335,0.85377,0.98681,1.07031,1.07566
0.1,0.14,0.15,0.2,0.45,0.5,0.60301,0.02755,0.0262,0.34376,0.02118,0.01514,0.98861,0.98214,0.99168,1.04387,1.05457
0.1,0.14,0.15,0.2,0.5,0.55,0.52504,0.02051,0.02287,0.26953,0.01456,0.01192,0.98438,0.97709,0.99133,1.04651,1.05634
0.1,0.14,0.15,0.2,0.55,0.6,0.38474,0.01663,0.01694,0.18577,0.01129,0.00828,0.98153,0.96992,0.99126,1.05122,1.06018
0.1,0.14,0.15,0.2,0.6,0.65,0.28748,0.01428,0.01275,0.14685,0.01002,0.00681,0.97491,0.95788,0.99126,1.05621,1.06427
0.1,0.14,0.15,0.2,0.65,0.7,0.21651,0.01227,0.00967,0.1028,0.00835,0.00472,0.96881,0.9476,0.99126,1.06175,1.06887
0.1,0.14,0.15,0.2,0.7,0.75,0.17792,0.01117,0.00815,0.06224,0.00628,0.00304,0.95699,0.91986,0.99126,1.0668,1.07305
0.1,0.14,0.15,0.2,0.75,0.85,0.11834,0.00613,0.0057,0.03987,0.00338,0.00226,0.91706,0.85912,0.99126,1.07416,1.07915
0.1,0.14,0.2,0.3,0.3,0.35,1.58253,0.05736,0.06756,0.93193,0.04266,0.04013,0.99641,0.9952,0.99472,1.02402,1.03617
0.1,0.14,0.2,0.3,0.35,0.4,1.14113,0.03238,0.04862,0.69368,0.02516,0.02998,0.99509,0.99268,0.99418,1.02306,1.03453
0.1,0.14,0.2,0.3,0.4,0.45,0.85472,0.02425,0.03657,0.48142,0.01812,0.02078,0.99274,0.99001,0.99391,1.02988,1.04062
0.1,0.14,0.2,0.3,0.45,0.5,0.64684,0.02093,0.0278,0.33094,0.01477,0.01436,0.99104,0.98728,0.99391,1.03491,1.04478
0.1,0.14,0.2,0.3,0.5,0.55,0.48766,0.01802,0.02106,0.24037,0.01233,0.01053,0.98778,0.98279,0.99391,1.04029,1.04925
0.1,0.14,0.2,0.3,0.55,0.6,0.38479,0.01586,0.01674,0.16669,0.01019,0.00738,0.98389,0.97593,0.99391,1.04517,1.05328
0.1,0.14,0.2,0.3,0.6,0.65,0.27583,0.01318,0.01212,0.12856,0.00885,0.00571,0.97861,0.96765,0.99391,1.05064,1.05778
0.1,0.14,0.2,0.3,0.65,0.7,0.21804,0.01192,0.00976,0.08464,0.00719,0.00382,0.9728,0.9587,0.99391,1.05584,1.06213
0.1,0.14,0.2,0.3,0.7,0.75,0.15871,0.00996,0.00709,0.06901,0.00646,0.00325,0.96497,0.93283,0.99391,1.06079,1.06615
0.1,0.14,0.2,0.3,0.75,0.85,0.09651,0.00544,0.00457,0.0423,0.00356,0.00215,0.92426,0.88867,0.99387,1.06948,1.07369
0.1,0.14,0.3,0.5,0.2,0.25,3.01079,0.10803,0.12889,2.17635,0.09103,0.09402,0.99878,0.99846,0.99668,1.02844,1.03944
0.1,0.14,0.3,0.5,0.25,0.3,2.14527,0.05695,0.09165,1.52421,0.04774,0.06577,0.99813,0.99762,0.99621,1.0288,1.04004
0.1,0.14,0.3,0.5,0.3,0.35,1.57436,0.0469,0.06759,0.99401,0.03637,0.04315,0.99745,0.99661,0.99618,1.03319,1.04358
0.1,0.14,0.3,0.5,0.35,0.4,1.15758,0.0397,0.04981,0.67034,0.02942,0.02912,0.9967,0.99541,0.99618,1.03817,1.04772
0.1,0.14,0.3,0.5,0.4,0.45,0.84303,0.03368,0.03647,0.47306,0.02459,0.02069,0.99543,0.99379,0.99618,1.0434,1.05205
0.1,0.14,0.3,0.5,0.45,0.5,0.63135,0.02925,0.02787,0.33096,0.02066,0.01482,0.99358,0.99163,0.99617,1.04769,1.05551
0.1,0.14,0.3,0.5,0.5,0.55,0.4819,0.02628,0.02113,0.20981,0.01661,0.00929,0.99112,0.98878,0.99608,1.05579,1.0629
0.1,0.14,0.3,0.5,0.55,0.6,0.37127,0.02448,0.01644,0.18302,0.0171,0.00834,0.98821,0.98444,0.99594,1.06314,1.06946
0.1,0.14,0.3,0.5,0.6,0.65,0.26456,0.02286,0.01207,0.12681,0.01545,0.00568,0.98489,0.97976,0.9958,1.06134,1.06696
0.1,0.14,0.3,0.5,0.65,0.7,0.22563,0.02342,0.01008,0.07735,0.01306,0.00355,0.9782,0.96209,0.99565,1.06592,1.07083
0.1,0.14,0.3,0.5,0.7,0.75,0.18478,0.02679,0.00849,0.07539,0.01629,0.00362,0.96966,0.95609,0.99557,1.07892,1.08322
0.1,0.14,0.5,0.7,0.2,0.25,3.22626,0.17618,0.14145,2.43022,0.14958,0.1076,0.99912,0.99894,0.99758,1.05561,1.06255
0.1,0.14,0.5,0.7,0.25,0.3,2.25062,0.1467,0.10065,1.64305,0.12487,0.07317,0.99887,0.99852,0.99758,1.06013,1.06635
0.1,0.14,0.5,0.7,0.3,0.35,1.69359,0.12623,0.07549,1.23214,0.10777,0.05512,0.99844,0.99788,0.99758,1.0649,1.07025
0.1,0.14,0.5,0.7,0.35,0.4,1.15012,0.11091,0.05161,0.69993,0.0836,0.03159,0.99742,0.99711,0.99748,1.07145,1.07633
0.1,0.14,0.5,0.7,0.4,0.45,0.89322,0.12651,0.04041,0.48469,0.09036,0.02195,0.99661,0.99561,0.99732,1.07189,1.07643
0.14,0.18,0.1,0.15,0.6,0.65,0.38019,0.03489,0.01661,0.13438,0.01919,0.00614,0.98461,0.9716,0.99151,1.05073,1.05923
0.14,0.18,0.1,0.15,0.65,0.7,0.28595,0.02578,0.01276,0.09913,0.01482,0.00472,0.97879,0.97172,0.99114,1.05472,1.06223
0.14,0.18,0.1,0.15,0.7,0.75,0.18787,0.01792,0.00838,0.0844,0.01176,0.00388,0.97223,0.94282,0.99072,1.05922,1.06567
0.14,0.18,0.1,0.15,0.75,0.85,0.12248,0.00945,0.00564,0.047,0.00544,0.00238,0.94252,0.89538,0.99031,1.06653,1.07146
0.14,0.18,0.15,0.2,0.45,0.5,0.72656,0.04807,0.03114,0.28821,0.02884,0.01253,0.99141,0.98535,0.99391,1.03394,1.04528
0.14,0.18,0.15,0.2,0.5,0.55,0.51853,0.03207,0.02268,0.24371,0.02168,0.01078,0.98993,0.983,0.99355,1.04075,1.0511
0.14,0.18,0.15,0.2,0.55,0.6,0.34946,0.02454,0.01517,0.17012,0.0172,0.0075,0.98758,0.97771,0.99352,1.04593,1.05519
0.14,0.18,0.15,0.2,0.6,0.65,0.31472,0.02383,0.0141,0.12719,0.0143,0.00566,0.98373,0.97316,0.99352,1.05088,1.0591
0.14,0.18,0.15,0.2,0.65,0.7,0.21366,0.01913,0.0094,0.07387,0.01068,0.00333,0.98172,0.96346,0.99352,1.05628,1.06334
0.14,0.18,0.15,0.2,0.7,0.75,0.18295,0.01768,0.00815,0.06995,0.01034,0.00323,0.97048,0.94401,0.99352,1.06152,1.0676
0.14,0.18,0.15,0.2,0.75,0.85,0.10503,0.00917,0.00483,0.03306,0.00475,0.00168,0.94614,0.89624,0.99352,1.06851,1.07304
0.14,0.18,0.2,0.3,0.3,0.35,1.45601,0.08526,0.06205,0.90245,0.06601,0.03865,0.99732,0.99631,0.99602,1.01683,1.03007
0.14,0.18,0.2,0.3,0.35,0.4,1.1087,0.05023,0.04729,0.6828,0.03911,0.02941,0.99601,0.99481,0.99562,1.02549,1.03803
0.14,0.18,0.2,0.3,0.4,0.45,0.83409,0.03729,0.03589,0.46607,0.02792,0.02027,0.99442,0.9923,0.99542,1.0361,1.04777
0.14,0.18,0.2,0.3,0.45,0.5,0.66293,0.033,0.02865,0.31291,0.0221,0.01378,0.99247,0.98949,0.99543,1.04102,1.05166
0.14,0.18,0.2,0.3,0.5,0.55,0.50685,0.02873,0.022,0.19983,0.01775,0.00894,0.99167,0.98768,0.99543,1.04659,1.0561
0.14,0.18,0.2,0.3,0.55,0.6,0.4026,0.02529,0.01761,0.14973,0.01476,0.00662,0.98864,0.98232,0.99543,1.05159,1.06005
0.14,0.18,0.2,0.3,0.6,0.65,0.27127,0.01984,0.01276,0.11579,0.01312,0.00545,0.98492,0.97818,0.99543,1.05685,1.06425
0.14,0.18,0.2,0.3,0.65,0.7,0.23186,0.01856,0.01028,0.0865,0.01101,0.00393,0.97974,0.9698,0.99543,1.06221,1.06848
0.14,0.18,0.2,0.3,0.7,0.75,0.14388,0.01423,0.00661,0.05715,0.00895,0.00285,0.97435,0.9444,0.99543,1.06691,1.07213
0.14,0.18,0.2,0.3,0.75,0.85,0.10074,0.00868,0.00472,0.04145,0.00543,0.00203,0.94598,0.91123,0.9954,1.07421,1.07788
0.14,0.18,0.3,0.5,0.2,0.25,3.23348,0.18253,0.13908,1.99028,0.1348,0.08595,0.99899,0.99872,0.99743,1.02715,1.03944
0.14,0.18,0.3,0.5,0.25,0.3,2.03292,0.08901,0.08777,1.44318,0.0735,0.06214,0.99856,0.99815,0.99712,1.02204,1.03448
0.14,0.18,0.3,0.5,0.3,0.35,1.55738,0.07451,0.06643,1.04581,0.06022,0.04498,0.99812,0.9974,0.9971,1.0261,1.03757
0.14,0.18,0.3,0.5,0.35,0.4,1.16802,0.06402,0.04999,0.64199,0.04636,0.0277,0.99749,0.99643,0.9971,1.03157,1.04187
0.14,0.18,0.3,0.5,0.4,0.45,0.85722,0.05456,0.03718,0.40232,0.03581,0.01745,0.99653,0.99505,0.9971,1.03663,1.04591
0.14,0.18,0.3,0.5,0.45,0.5,0.65448,0.04728,0.02825,0.31646,0.03195,0.014,0.99519,0.99329,0.99709,1.04143,1.04964
0.14,0.18,0.3,0.5,0.5,0.55,0.59814,0.0483,0.02593,0.22846,0.02789,0.01,0.99395,0.9907,0.99702,1.04527,1.05257
0.14,0.18,0.3,0.5,0.55,0.6,0.36509,0.03861,0.0164,0.19316,0.02736,0.00871,0.9903,0.98798,0.99692,1.05143,1.05795
0.14,0.18,0.3,0.5,0.6,0.65,0.30236,0.03893,0.01362,0.11073,0.02175,0.0049,0.98979,0.98341,0.99684,1.05255,1.05815
0.14,0.18,0.3,0.5,0.65,0.7,0.20519,0.037,0.01013,0.07339,0.02041,0.00354,0.98289,0.97681,0.99675,1.07247,1.07733
0.14,0.18,0.5,0.7,0.2,0.25,2.9889,0.27363,0.13169,2.19521,0.24095,0.10026,0.99934,0.99918,0.99813,1.05807,1.06647
0.14,0.18,0.5,0.7,0.25,0.3,2.20269,0.24358,0.09748,1.52652,0.1953,0.06946,0.99908,0.99883,0.99813,1.0617,1.06933
0.14,0.18,0.5,0.7,0.3,0.35,1.49331,0.19867,0.06779,0.78774,0.13257,0.03715,0.99878,0.99842,0.99813,1.06837,1.07469
0.14,0.18,0.5,0.7,0.35,0.4,1.31136,0.19926,0.06015,0.92716,0.17049,0.04227,0.99828,0.99757,0.99804,1.07431,1.08004
0.18,0.4,0.15,0.2,0.45,0.5,0.72405,0.05233,0.03124,0.31908,0.03459,0.01402,0.9947,0.99171,0.99569,1.02994,1.04232
0.18,0.4,0.15,0.2,0.5,0.55,0.47998,0.03342,0.02058,0.21963,0.02203,0.00955,0.99293,0.98791,0.99545,1.03367,1.04492
0.18,0.4,0.15,0.2,0.55,0.6,0.33643,0.0266,0.01458,0.17117,0.01916,0.00753,0.99236,0.98698,0.99541,1.03877,1.04867
0.18,0.4,0.15,0.2,0.6,0.65,0.34058,0.02782,0.01475,0.13187,0.0166,0.00579,0.99119,0.98168,0.99541,1.04362,1.05221
0.18,0.4,0.15,0.2,0.65,0.7,0.27842,0.02464,0.01212,0.0809,0.01295,0.00367,0.98896,0.98248,0.99541,1.0486,1.05585
0.18,0.4,0.15,0.2,0.7,0.75,0.21733,0.02256,0.00953,0.05422,0.01028,0.00243,0.98491,0.96961,0.99541,1.05321,1.05921
0.18,0.4,0.15,0.2,0.75,0.85,0.13766,0.01231,0.00614,0.04145,0.00639,0.00196,0.96894,0.93461,0.99541,1.06067,1.06487
0.18,0.4,0.2,0.3,0.3,0.35,1.64455,0.09539,0.06998,0.91375,0.06852,0.03961,0.99805,0.99726,0.99715,1.01074,1.02569
0.18,0.4,0.2,0.3,0.35,0.4,1.16711,0.05258,0.04963,0.66204,0.04021,0.02832,0.99708,0.99609,0.9969,1.01429,1.02832
0.18,0.4,0.2,0.3,0.4,0.45,0.85812,0.03984,0.03725,0.3843,0.02553,0.01655,0.99628,0.99437,0.99679,1.0178,1.03062
0.18,0.4,0.2,0.3,0.45,0.5,0.59963,0.03208,0.02572,0.32165,0.02424,0.01395,0.99565,0.99299,0.99679,1.02281,1.03431
0.18,0.4,0.2,0.3,0.5,0.55,0.50387,0.02964,0.02151,0.235,0.01968,0.01019,0.99451,0.99195,0.99679,1.02731,1.03753
0.18,0.4,0.2,0.3,0.55,0.6,0.41015,0.02692,0.01764,0.12683,0.01445,0.00548,0.99318,0.98863,0.99679,1.03298,1.04188
0.18,0.4,0.2,0.3,0.6,0.65,0.30955,0.02239,0.0136,0.09575,0.01202,0.00426,0.99113,0.98484,0.99679,1.03717,1.04477
0.18,0.4,0.2,0.3,0.65,0.7,0.22117,0.0191,0.00982,0.04713,0.00833,0.0023,0.98764,0.98077,0.99679,1.04222,1.04853
0.18,0.4,0.2,0.3,0.7,0.75,0.17088,0.01619,0.00749,0.05949,0.00938,0.00276,0.98201,0.97164,0.99679,1.0478,1.05278
0.18,0.4,0.2,0.3,0.75,0.85,0.09978,0.00891,0.00451,0.03017,0.00468,0.00137,0.96871,0.94883,0.99678,1.05424,1.05752
0.18,0.4,0.3,0.5,0.2,0.25,2.94082,0.17016,0.12636,2.4978,0.15717,0.10643,0.99926,0.99902,0.99816,1.00319,1.01691
0.18,0.4,0.3,0.5,0.25,0.3,2.16952,0.09193,0.09208,1.46055,0.07521,0.06233,0.99891,0.99854,0.99792,1.01108,1.02512
0.18,0.4,0.3,0.5,0.3,0.35,1.4962,0.07158,0.06371,0.96203,0.05736,0.04118,0.99859,0.99813,0.99791,1.01453,1.02743
0.18,0.4,0.3,0.5,0.35,0.4,1.26803,0.06594,0.054,0.67795,0.04757,0.02901,0.99815,0.99753,0.99791,1.01975,1.0313
0.18,0.4,0.3,0.5,0.4,0.45,1.01015,0.05834,0.04306,0.37086,0.0347,0.01592,0.99746,0.99631,0.99791,1.02509,1.03538
0.18,0.4,0.3,0.5,0.45,0.5,0.74453,0.04991,0.03197,0.35185,0.03345,0.01523,0.99684,0.99524,0.9979,1.02871,1.03773
0.18,0.4,0.3,0.5,0.5,0.55,0.50417,0.04285,0.02195,0.20018,0.02583,0.00866,0.9958,0.99293,0.99785,1.0348,1.04276
0.18,0.4,0.3,0.5,0.55,0.6,0.34824,0.03601,0.01501,0.14071,0.02317,0.00669,0.99377,0.99141,0.99777,1.03863,1.04547
0.18,0.4,0.3,0.5,0.6,0.65,0.31169,0.03764,0.01361,0.06977,0.01702,0.00346,0.9931,0.98628,0.99771,1.04809,1.05392
0.18,0.4,0.3,0.5,0.65,0.7,0.19988,0.03358,0.00906,0.07823,0.02176,0.00402,0.98905,0.98285,0.99764,1.05119,1.05595
0.18,0.4,0.3,0.5,0.7,0.75,0.13175,0.0351,0.00654,0.02494,0.01801,0.00059,0.98753,0.973,0.99758,1.06245,1.06625
0.18,0.4,0.5,0.7,0.2,0.25,3.31044,0.42247,0.14545,2.22578,0.33175,0.09523,0.99952,0.99937,0.99868,1.01834,1.02802
0.18,0.4,0.5,0.7,0.25,0.3,2.01807,0.30841,0.0879,0.99885,0.21283,0.04431,0.99933,0.99912,0.99868,1.02477,1.03292
0.18,0.4,0.5,0.7,0.3,0.35,1.36687,0.24906,0.05864,0.85712,0.20114,0.03821,0.99912,0.99875,0.99868,1.03162,1.03825
0.18,0.4,0.5,0.7,0.35,0.4,1.39129,0.28649,0.06166,0.60139,0.17894,0.03345,0.99882,0.99836,0.99862,1.03352,1.03959
0.18,0.4,0.5,0.7,0.4,0.45,0.34013,0.14723,0.0203,0.55216,0.18852,0.02387,0.99839,0.99762,0.99857,1.02169,1.02732
