x_min,x_max,y_min,y_max,z_min,z_max,m_pos,unc_pos_stat,unc_pos_syst,m_neg,unc_neg_stat,unc_neg_syst,VM_pos,VM_neg,VM_incl,RC_pos,RC_neg
0.06,0.1,0.2,0.3,0.4,0.45,0.16142,0.00654,0.00847,0.07328,0.00428,0.00393,0.98839,0.98326,0.99029,1.04536,1.0602
0.06,0.1,0.2,0.3,0.45,0.5,0.14709,0.0063,0.00778,0.05283,0.00363,0.00285,0.98572,0.97989,0.99029,1.05141,1.06585
0.06,0.1,0.2,0.3,0.5,0.55,0.10677,0.00528,0.00568,0.04552,0.00336,0.00253,0.98244,0.97204,0.99029,1.05735,1.0714
0.06,0.1,0.2,0.3,0.55,0.6,0.08095,0.00456,0.00431,0.02712,0.00252,0.00147,0.97693,0.96203,0.99029,1.0633,1.07697
0.06,0.1,0.2,0.3,0.6,0.65,0.06121,0.00389,0.00337,0.02387,0.00244,0.00133,0.9858,0.97353,0.99029,1.06887,1.0822
0.06,0.1,0.2,0.3,0.65,0.7,0.05367,0.00376,0.00315,0.01531,0.00185,0.00087,0.99723,0.99498,0.99029,1.07476,1.08771
0.06,0.1,0.2,0.3,0.7,0.75,0.0439,0.00341,0.00278,0.01116,0.00161,0.00071,0.99873,0.99802,0.99029,1.08082,1.09337
0.06,0.1,0.2,0.3,0.75,0.85,0.02958,0.00204,0.00216,0.00714,0.00095,0.00045,0.99974,0.99939,0.99022,1.08933,1.10134
0.06,0.1,0.3,0.5,0.2,0.25,0.48856,0.02289,0.02593,0.36095,0.01991,0.01936,0.99999,0.99999,0.99474,1.0463,1.06012
0.06,0.1,0.3,0.5,0.25,0.3,0.3487,0.01268,0.01854,0.22241,0.00999,0.01182,0.99992,0.99991,0.99396,1.04845,1.06278
0.06,0.1,0.3,0.5,0.3,0.35,0.30156,0.01135,0.01598,0.1607,0.00823,0.00864,0.99974,0.99965,0.9939,1.05332,1.06732
0.06,0.1,0.3,0.5,0.35,0.4,0.21259,0.00935,0.01128,0.11289,0.00683,0.00608,0.99706,0.99577,0.9939,1.05899,1.07265
0.06,0.1,0.3,0.5,0.4,0.45,0.17182,0.00865,0.00932,0.08396,0.00585,0.00464,0.99317,0.99102,0.9939,1.06515,1.07841
0.06,0.1,0.3,0.5,0.45,0.5,0.13657,0.00755,0.00784,0.05435,0.00459,0.00319,0.99138,0.98712,0.99388,1.07093,1.08386
0.06,0.1,0.3,0.5,0.5,0.55,0.11896,0.0076,0.00743,0.04467,0.00443,0.00256,0.98818,0.97982,0.99372,1.07624,1.08889
0.06,0.1,0.3,0.5,0.55,0.6,0.07613,0.00631,0.00542,0.03058,0.00391,0.00185,0.98507,0.97656,0.99351,1.08351,1.09599
0.06,0.1,0.3,0.5,0.6,0.65,0.06259,0.00635,0.00487,0.03038,0.00432,0.00249,0.98868,0.98187,0.99331,1.08903,1.10132
0.06,0.1,0.3,0.5,0.65,0.7,0.05829,0.00718,0.00412,0.01552,0.00368,0.00103,0.99719,0.99699,0.9931,1.09763,1.10967
0.06,0.1,0.3,0.5,0.7,0.75,0.04584,0.00798,0.00411,0.00859,0.0032,0.00052,0.99912,0.99826,0.99286,1.098,1.10973
0.06,0.1,0.5,0.7,0.2,0.25,0.45646,0.03249,0.02473,0.40875,0.03199,0.02226,0.99999,0.99999,0.99628,1.06279,1.07351
0.06,0.1,0.5,0.7,0.25,0.3,0.38382,0.03065,0.02077,0.23715,0.02398,0.01283,0.99996,0.99996,0.99628,1.06873,1.07909
0.06,0.1,0.5,0.7,0.3,0.35,0.2959,0.0278,0.0164,0.17861,0.02067,0.01017,0.99986,0.9998,0.99627,1.07476,1.0847
0.06,0.1,0.5,0.7,0.35,0.4,0.26109,0.02909,0.017,0.16496,0.02249,0.00977,0.99833,0.99769,0.99612,1.07912,1.08908
0.06,0.1,0.5,0.7,0.4,0.45,0.13934,0.02391,0.00846,0.02906,0.01121,0.00556,0.99624,0.99508,0.9959,1.08069,1.09087
0.1,0.14,0.1,0.15,0.6,0.65,0.06072,0.00899,0.00329,0.01615,0.0047,0.00087,0.98742,0.9696,0.98872,1.0573,1.07262
0.1,0.14,0.1,0.15,0.65,0.7,0.04245,0.00591,0.00228,0.00956,0.00265,0.00054,0.99509,0.98945,0.988,1.06025,1.07504
0.1,0.14,0.1,0.15,0.7,0.75,0.03306,0.0048,0.00225,0.01034,0.00262,0.00057,0.99854,0.99714,0.98738,1.06481,1.07906
0.1,0.14,0.1,0.15,0.75,0.85,0.02722,0.00278,0.0015,0.00613,0.00131,0.00037,0.99944,0.99891,0.98681,1.07157,1.08501
0.1,0.14,0.15,0.2,0.45,0.5,0.12949,0.01342,0.00673,0.02805,0.00586,0.00149,0.98996,0.98436,0.99168,1.04015,1.05685
0.1,0.14,0.15,0.2,0.5,0.55,0.10457,0.00933,0.0055,0.02604,0.00455,0.00141,0.98479,0.97713,0.99133,1.0436,1.05973
0.1,0.14,0.15,0.2,0.55,0.6,0.07033,0.00734,0.0038,0.02516,0.00414,0.00136,0.98381,0.96913,0.99126,1.04906,1.06467
0.1,0.14,0.15,0.2,0.6,0.65,0.06038,0.0068,0.00321,0.01456,0.00317,0.00081,0.98831,0.97781,0.99126,1.05481,1.0699
0.1,0.14,0.15,0.2,0.65,0.7,0.05114,0.00612,0.00279,0.01044,0.00275,0.00061,0.99752,0.99441,0.99126,1.06116,1.07566
0.1,0.14,0.15,0.2,0.7,0.75,0.03254,0.0049,0.00179,0.00677,0.00231,0.00062,0.99913,0.99722,0.99126,1.06696,1.08092
0.1,0.14,0.15,0.2,0.75,0.85,0.03612,0.00365,0.00199,0.00066,0.00046,0.00021,0.99984,0.99904,0.99126,1.07541,1.08859
0.1,0.14,0.2,0.3,0.3,0.35,0.2863,0.02543,0.01491,0.13132,0.01664,0.0069,0.99964,0.99957,0.99472,1.01814,1.0354
0.1,0.14,0.2,0.3,0.35,0.4,0.23197,0.01504,0.012,0.0933,0.00942,0.00486,0.99695,0.99531,0.99418,1.01795,1.03481
0.1,0.14,0.2,0.3,0.4,0.45,0.14542,0.01016,0.00751,0.05863,0.00634,0.00308,0.99394,0.99043,0.99391,1.02551,1.04197
0.1,0.14,0.2,0.3,0.45,0.5,0.12112,0.00916,0.00633,0.04642,0.00577,0.00261,0.99157,0.9882,0.99391,1.0313,1.04723
0.1,0.14,0.2,0.3,0.5,0.55,0.10257,0.0085,0.00535,0.0319,0.00457,0.00171,0.989,0.9842,0.99391,1.03746,1.05282
0.1,0.14,0.2,0.3,0.55,0.6,0.0764,0.00704,0.004,0.01982,0.00354,0.00104,0.99042,0.97817,0.99391,1.0431,1.05795
0.1,0.14,0.2,0.3,0.6,0.65,0.06509,0.0066,0.00355,0.01974,0.00345,0.00107,0.99372,0.98236,0.99391,1.04936,1.06362
0.1,0.14,0.2,0.3,0.65,0.7,0.05431,0.00622,0.00334,0.01023,0.00262,0.00059,0.99845,0.99654,0.99391,1.05534,1.06906
0.1,0.14,0.2,0.3,0.7,0.75,0.04171,0.00521,0.00244,0.00334,0.00145,0.00069,0.99922,0.99852,0.99391,1.06102,1.0742
0.1,0.14,0.2,0.3,0.75,0.85,0.0252,0.00301,0.00174,0.00441,0.00118,0.00036,0.9998,0.99959,0.99387,1.07083,1.08329
0.1,0.14,0.3,0.5,0.2,0.25,0.46353,0.04107,0.02417,0.2911,0.03368,0.01571,0.99999,0.99999,0.99668,1.02127,1.03727
0.1,0.14,0.3,0.5,0.25,0.3,0.35442,0.02324,0.01841,0.22321,0.01842,0.01171,0.99996,0.99995,0.99621,1.02231,1.03866
0.1,0.14,0.3,0.5,0.3,0.35,0.30283,0.02088,0.01586,0.14324,0.01416,0.00754,0.99982,0.99973,0.99618,1.02747,1.04332
0.1,0.14,0.3,0.5,0.35,0.4,0.26726,0.01959,0.01418,0.09762,0.01124,0.00519,0.99849,0.99749,0.99618,1.03322,1.04855
0.1,0.14,0.3,0.5,0.4,0.45,0.17348,0.01538,0.0092,0.05931,0.00849,0.0032,0.99675,0.99575,0.99618,1.03922,1.054
0.1,0.14,0.3,0.5,0.45,0.5,0.14921,0.01439,0.00854,0.06512,0.00966,0.00371,0.99535,0.9926,0.99617,1.04425,1.05856
0.1,0.14,0.3,0.5,0.5,0.55,0.12502,0.01377,0.0081,0.03281,0.00654,0.00181,0.99389,0.99018,0.99608,1.05312,1.06705
0.1,0.14,0.3,0.5,0.55,0.6,0.08659,0.01253,0.00603,0.02287,0.00609,0.00137,0.99193,0.98828,0.99594,1.06126,1.07472
0.1,0.14,0.3,0.5,0.6,0.65,0.07028,0.01226,0.00693,0.03005,0.0083,0.00244,0.99543,0.99059,0.9958,1.06021,1.07326
0.1,0.14,0.3,0.5,0.65,0.7,0.07538,0.01442,0.00337,0.02433,0.01122,0.00058,0.99786,0.99482,0.99565,1.06553,1.07815
0.1,0.14,0.3,0.5,0.7,0.75,0.05319,0.01532,0.0065,1.00E-09,0,0,0.99918,0.99763,0.99557,1.07928,1.09167
0.1,0.14,0.5,0.7,0.2,0.25,0.56747,0.07095,0.02977,0.25909,0.04631,0.01486,1,1,0.99758,1.04878,1.06155
0.1,0.14,0.5,0.7,0.25,0.3,0.29574,0.05362,0.0176,0.25647,0.04943,0.01488,0.99998,0.99997,0.99758,1.05408,1.06642
0.1,0.14,0.5,0.7,0.3,0.35,0.29992,0.05183,0.01727,0.19448,0.04423,0.01077,0.99993,0.9999,0.99758,1.05963,1.07145
0.1,0.14,0.5,0.7,0.35,0.4,0.30895,0.0595,0.01961,0.06826,0.02363,0.00404,0.99906,0.9986,0.99748,1.0669,1.07855
0.1,0.14,0.5,0.7,0.4,0.45,0.1918,0.06237,0.01119,1.00E-09,0,0,0.99827,0.99649,0.99732,1.06799,1.07962
0.14,0.18,0.1,0.15,0.6,0.65,0.06889,0.01549,0.00399,0.01047,0.00513,0.00067,0.9901,0.97749,0.99151,1.04864,1.06505
0.14,0.18,0.1,0.15,0.65,0.7,0.06451,0.0123,0.00303,0.01726,0.00904,0.00041,0.99699,0.99494,0.99114,1.05338,1.06919
0.14,0.18,0.1,0.15,0.7,0.75,0.0288,0.00705,0.0028,0.0128,0.00495,0.00073,0.99913,0.99611,0.99072,1.05873,1.07385
0.14,0.18,0.1,0.15,0.75,0.85,0.02729,0.0047,0.0015,0.00482,0.002,0.00027,0.99956,0.99913,0.99031,1.06714,1.08138
0.14,0.18,0.15,0.2,0.45,0.5,0.12977,0.02127,0.00673,0.02487,0.00801,0.00157,0.99233,0.98379,0.99391,1.02949,1.04747
0.14,0.18,0.15,0.2,0.5,0.55,0.09201,0.01352,0.00478,0.0351,0.00911,0.00185,0.99062,0.97966,0.99355,1.03707,1.05451
0.14,0.18,0.15,0.2,0.55,0.6,0.04096,0.00821,0.00274,0.00327,0.00238,0.00066,0.98679,0.97753,0.99352,1.04308,1.05982
0.14,0.18,0.15,0.2,0.6,0.65,0.09402,0.01451,0.00519,0.00763,0.00374,0.001,0.99251,0.98522,0.99352,1.0488,1.06493
0.14,0.18,0.15,0.2,0.65,0.7,0.06301,0.01096,0.00346,0.00851,0.00356,0.00052,0.99791,0.99558,0.99352,1.05502,1.07045
0.14,0.18,0.15,0.2,0.7,0.75,0.04985,0.01062,0.0024,0.0058,0.00425,0.00014,0.9989,0.99833,0.99352,1.06104,1.07583
0.14,0.18,0.15,0.2,0.75,0.85,0.02022,0.00403,0.00109,0.00108,0.00089,0.00011,0.99988,0.99949,0.99352,1.06912,1.08303
0.14,0.18,0.2,0.3,0.3,0.35,0.21684,0.03275,0.01117,0.13592,0.02537,0.00717,0.9997,0.99961,0.99602,1.0101,1.02894
0.14,0.18,0.2,0.3,0.35,0.4,0.19709,0.02154,0.01113,0.09722,0.01542,0.0051,0.99805,0.99709,0.99562,1.01952,1.03802
0.14,0.18,0.2,0.3,0.4,0.45,0.14755,0.01547,0.00777,0.0479,0.00896,0.00255,0.99583,0.9924,0.99542,1.03087,1.04896
0.14,0.18,0.2,0.3,0.45,0.5,0.15412,0.01668,0.00804,0.03065,0.00694,0.00176,0.99312,0.99083,0.99543,1.03657,1.05404
0.14,0.18,0.2,0.3,0.5,0.55,0.1106,0.01342,0.00588,0.03125,0.00732,0.00173,0.99236,0.98892,0.99543,1.04298,1.05974
0.14,0.18,0.2,0.3,0.55,0.6,0.10067,0.01261,0.00534,0.02118,0.00573,0.00119,0.99229,0.9852,0.99543,1.04875,1.06488
0.14,0.18,0.2,0.3,0.6,0.65,0.06515,0.00978,0.00394,0.01561,0.00462,0.0009,0.9946,0.99119,0.99543,1.05483,1.07031
0.14,0.18,0.2,0.3,0.65,0.7,0.0387,0.00749,0.00211,0.01374,0.00463,0.00104,0.99846,0.99748,0.99543,1.06099,1.07579
0.14,0.18,0.2,0.3,0.7,0.75,0.04713,0.009,0.00292,0.00472,0.00349,0.00014,0.99938,0.99772,0.99543,1.06643,1.08064
0.14,0.18,0.2,0.3,0.75,0.85,0.02787,0.00491,0.00143,0.00284,0.00207,0.00007,0.99984,0.99926,0.9954,1.07487,1.08813
0.14,0.18,0.3,0.5,0.2,0.25,0.55603,0.07618,0.02915,0.20782,0.04255,0.0111,1,1,0.99743,1.01893,1.03669
0.14,0.18,0.3,0.5,0.25,0.3,0.36374,0.0375,0.01942,0.19637,0.02772,0.01024,0.99997,0.99996,0.99712,1.0146,1.03261
0.14,0.18,0.3,0.5,0.3,0.35,0.24711,0.02888,0.01357,0.11302,0.01996,0.00604,0.99988,0.99983,0.9971,1.01943,1.03688
0.14,0.18,0.3,0.5,0.35,0.4,0.20889,0.02667,0.01182,0.1093,0.01983,0.00583,0.99897,0.99838,0.9971,1.02568,1.04242
0.14,0.18,0.3,0.5,0.4,0.45,0.16053,0.02351,0.00888,0.05934,0.015,0.00346,0.99766,0.9954,0.9971,1.03157,1.04769
0.14,0.18,0.3,0.5,0.45,0.5,0.14372,0.02242,0.00927,0.03059,0.00988,0.00175,0.99732,0.99412,0.99709,1.03714,1.05258
0.14,0.18,0.3,0.5,0.5,0.55,0.14831,0.0252,0.00905,0.0152,0.00702,0.00133,0.99628,0.99293,0.99702,1.04177,1.05672
0.14,0.18,0.3,0.5,0.55,0.6,0.11329,0.02206,0.00811,0.0193,0.00931,0.00175,0.99337,0.99225,0.99692,1.04871,1.06325
0.14,0.18,0.3,0.5,0.6,0.65,0.09419,0.02256,0.00842,1.00E-09,0,0,0.99657,0.99223,0.99684,1.05062,1.0646
0.14,0.18,0.5,0.7,0.2,0.25,0.27155,0.07411,0.01478,0.43778,0.11901,0.02392,1,1,0.99813,1.04997,1.06475
0.14,0.18,0.5,0.7,0.25,0.3,0.4435,0.10189,0.02425,0.07201,0.04137,0.0102,0.99999,0.99998,0.99813,1.0544,1.06881
0.14,0.18,0.5,0.7,0.3,0.35,0.25396,0.07811,0.01518,0.11241,0.0482,0.00697,0.99995,0.99992,0.99813,1.06193,1.07544
0.14,0.18,0.5,0.7,0.35,0.4,0.24151,0.07772,0.01076,1.00E-09,0,0,0.99947,0.99903,0.99804,1.06858,1.08188
0.18,0.4,0.15,0.2,0.45,0.5,0.15583,0.02626,0.00897,0.036,0.01192,0.00188,0.99642,0.98866,0.99569,1.02417,1.04413
0.18,0.4,0.15,0.2,0.5,0.55,0.10816,0.01683,0.00559,0.01215,0.00504,0.00064,0.99537,0.99014,0.99545,1.02855,1.04798
0.18,0.4,0.15,0.2,0.55,0.6,0.03775,0.00905,0.0037,0.01427,0.00554,0.00075,0.9935,0.98833,0.99541,1.03449,1.05309
0.18,0.4,0.15,0.2,0.6,0.65,0.07182,0.01342,0.00379,0.01433,0.00542,0.00084,0.99547,0.9909,0.99541,1.0401,1.05796
0.18,0.4,0.15,0.2,0.65,0.7,0.06567,0.01279,0.00314,0.00279,0.00331,0.00007,0.99861,0.99634,0.99541,1.04586,1.06296
0.18,0.4,0.15,0.2,0.7,0.75,0.05114,0.01128,0.00278,0.00416,0.00272,0.00026,0.99921,0.99736,0.99541,1.05119,1.06757
0.18,0.4,0.15,0.2,0.75,0.85,0.0291,0.00589,0.00161,0.00438,0.00228,0.00024,0.99959,0.99905,0.99541,1.0598,1.07507
0.18,0.4,0.2,0.3,0.3,0.35,0.22945,0.03498,0.01194,0.09952,0.02269,0.00636,0.99987,0.9997,0.99715,1.00252,1.02381
0.18,0.4,0.2,0.3,0.35,0.4,0.21871,0.02274,0.0114,0.09134,0.0158,0.00493,0.99883,0.9982,0.9969,1.00686,1.02766
0.18,0.4,0.2,0.3,0.4,0.45,0.14977,0.01678,0.00799,0.04137,0.00842,0.00254,0.99723,0.99482,0.99679,1.01117,1.03126
0.18,0.4,0.2,0.3,0.45,0.5,0.14394,0.01631,0.00775,0.03421,0.00783,0.00182,0.99659,0.99429,0.99679,1.01696,1.03627
0.18,0.4,0.2,0.3,0.5,0.55,0.10314,0.01383,0.00534,0.0246,0.00641,0.00129,0.99638,0.99244,0.99679,1.02215,1.04076
0.18,0.4,0.2,0.3,0.55,0.6,0.10221,0.01385,0.00536,0.01165,0.00438,0.00074,0.99573,0.98994,0.99679,1.02868,1.04644
0.18,0.4,0.2,0.3,0.6,0.65,0.07151,0.01083,0.00419,0.00416,0.00254,0.00041,0.99714,0.9944,0.99679,1.03356,1.05065
0.18,0.4,0.2,0.3,0.65,0.7,0.05121,0.00933,0.00322,0.00497,0.00277,0.00029,0.99858,0.99672,0.99679,1.0394,1.05573
0.18,0.4,0.2,0.3,0.7,0.75,0.0476,0.0087,0.00335,0.0115,0.00432,0.00063,0.99935,0.99849,0.99679,1.04584,1.06134
0.18,0.4,0.2,0.3,0.75,0.85,0.02497,0.00454,0.00197,0.00345,0.00165,0.0003,0.99983,0.99943,0.99678,1.05316,1.06779
0.18,0.4,0.3,0.5,0.2,0.25,0.51602,0.06814,0.02742,0.38544,0.06396,0.02011,1,1,0.99816,0.99368,1.01337
0.18,0.4,0.3,0.5,0.25,0.3,0.3721,0.03681,0.01994,0.19062,0.02832,0.00989,0.99998,0.99997,0.99792,1.00213,1.02245
0.18,0.4,0.3,0.5,0.3,0.35,0.27725,0.03125,0.01476,0.14627,0.02269,0.0077,0.99991,0.99986,0.99791,1.00628,1.02602
0.18,0.4,0.3,0.5,0.35,0.4,0.24251,0.02899,0.0127,0.07336,0.01551,0.00382,0.99929,0.99902,0.99791,1.01228,1.0312
0.18,0.4,0.3,0.5,0.4,0.45,0.16829,0.02296,0.00902,0.05024,0.01269,0.00274,0.99862,0.99698,0.99791,1.01849,1.03662
0.18,0.4,0.3,0.5,0.45,0.5,0.16144,0.02405,0.00915,0.04688,0.01216,0.00333,0.99833,0.99703,0.9979,1.02279,1.04025
0.18,0.4,0.3,0.5,0.5,0.55,0.11414,0.02055,0.00662,0.02495,0.00935,0.0014,0.99764,0.99498,0.99785,1.02954,1.04655
0.18,0.4,0.3,0.5,0.55,0.6,0.10318,0.02036,0.00819,0.0235,0.01411,0.00066,0.99736,0.9938,0.99777,1.03417,1.05051
0.18,0.4,0.3,0.5,0.6,0.65,0.12024,0.02807,0.01005,1.00E-09,0,0,0.9979,0.99493,0.99771,1.0444,1.06017
0.18,0.4,0.3,0.5,0.65,0.7,0.05203,0.02692,0.0012,1.00E-09,0,0,0.99944,0.99402,0.99764,1.04763,1.06342
0.18,0.4,0.5,0.7,0.2,0.25,0.60178,0.17453,0.03177,0.23033,0.10816,0.01798,1,1,0.99868,1.009,1.02548
0.18,0.4,0.5,0.7,0.25,0.3,0.34533,0.12019,0.02668,0.11442,0.07165,0.01326,0.99999,0.99999,0.99868,1.01624,1.0317
0.18,0.4,0.5,0.7,0.3,0.35,0.17084,0.08191,0.01246,1.00E-09,0,0,0.99997,0.99995,0.99868,1.02404,1.03847
